caseID,ActivityID,completeTime
2839858,84,2010-11-29 20:38:46
2839858,83,2010-11-29 20:38:46
2839858,85,2010-11-29 20:38:50
2839858,92,2010-11-29 20:39:01
2839858,111,2010-11-29 20:39:10
2839858,113,2010-11-29 20:39:10
2839858,114,2010-11-29 20:39:18
2839858,134,2010-11-29 20:46:59
2839858,136,2010-12-06 09:00:00
2840219,23,2010-11-02 09:00:00
2840219,36,2010-11-04 09:00:00
2840219,25,2010-11-05 00:46:53
2840219,26,2010-11-05 00:46:59
2840219,35,2010-11-05 00:54:36
2840219,47,2010-11-26 00:24:07
2840219,189,2010-11-26 00:24:19
2840219,48,2010-11-26 00:24:34
2840219,53,2010-11-26 00:24:43
2840219,66,2010-11-26 01:11:34
2840219,278,2010-11-26 01:11:48
2840219,84,2010-11-26 01:11:50
2840219,83,2010-11-26 01:11:50
2840219,85,2010-11-26 01:11:53
2840219,92,2010-11-26 01:11:59
2840219,111,2010-11-26 01:12:11
2840219,113,2010-11-26 01:12:11
2840219,114,2010-11-26 01:12:16
2840219,134,2010-11-26 01:18:37
2840219,136,2010-12-06 09:00:00
2840553,23,2010-11-02 09:00:00
2840553,36,2010-11-04 09:00:00
2840553,25,2010-11-05 01:17:29
2840553,26,2010-11-05 01:17:45
2840553,35,2010-11-05 01:19:51
2840553,189,2010-11-25 21:52:34
2840553,47,2010-11-25 21:52:41
2840553,48,2010-11-25 21:52:45
2840553,53,2010-11-25 21:52:51
2840553,66,2010-11-25 21:53:43
2840553,278,2010-11-25 21:53:58
2840553,83,2010-11-25 21:54:01
2840553,84,2010-11-25 21:54:01
2840553,85,2010-11-25 21:54:27
2840553,92,2010-11-25 21:54:36
2840553,111,2010-11-25 21:54:49
2840553,113,2010-11-25 21:54:49
2840553,114,2010-11-25 21:54:53
2840553,134,2010-11-25 22:02:58
2840553,136,2010-12-06 09:00:00
2846764,23,2010-11-03 09:00:00
2846764,36,2010-11-08 09:00:00
2846764,25,2010-11-08 22:12:23
2846764,26,2010-11-08 22:12:26
2846764,35,2010-11-08 22:12:42
2846764,189,2010-11-08 22:23:14
2846764,47,2010-11-08 22:23:33
2846764,48,2010-12-21 21:04:05
2846764,53,2010-12-21 21:04:25
2846764,66,2010-12-21 21:04:52
2846764,278,2011-01-21 20:28:57
2846764,84,2011-01-21 20:28:59
2846764,83,2011-01-21 20:28:59
2846764,85,2011-01-21 20:29:37
2846764,92,2011-01-21 20:30:29
2846764,111,2011-01-21 20:30:35
2846764,113,2011-01-21 20:30:38
2846764,114,2011-01-21 20:30:42
2846764,134,2011-01-21 20:31:01
2846764,136,2011-01-28 09:00:00
2847199,23,2010-11-03 09:00:00
2847199,36,2010-11-08 09:00:00
2847199,25,2010-11-08 23:57:21
2847199,26,2010-11-08 23:57:25
2847199,35,2010-11-09 00:02:51
2847199,47,2010-11-09 00:12:57
2847199,48,2010-11-09 00:13:00
2847199,189,2010-11-09 00:13:23
2847199,53,2010-11-09 00:13:50
2847199,66,2010-11-23 21:07:47
2847199,278,2010-11-23 22:39:31
2847199,84,2010-11-23 22:39:36
2847199,83,2010-11-23 22:39:36
2847199,85,2010-11-23 22:39:40
2847199,92,2010-11-23 22:39:48
2847199,111,2010-11-23 22:44:57
2847199,113,2010-11-23 22:44:58
2847199,114,2010-11-23 23:43:20
2847199,134,2010-11-23 23:45:18
2847199,136,2010-11-26 09:00:00
2847603,23,2010-11-02 09:00:00
2847603,36,2010-11-08 09:00:00
2847603,25,2010-11-09 00:54:42
2847603,26,2010-11-09 00:54:48
2847603,35,2010-11-09 01:02:19
2847603,47,2010-12-08 22:00:45
2847603,48,2010-12-08 22:01:10
2847603,53,2010-12-08 22:01:29
2847603,66,2010-12-08 22:02:01
2847603,189,2011-05-17 22:00:02
2847603,278,2011-05-17 22:00:07
2847603,83,2011-05-17 22:00:12
2847603,84,2011-05-17 22:00:13
2847603,85,2011-05-17 22:00:24
2847603,92,2011-05-17 22:00:24
2847603,111,2011-05-17 22:00:26
2847603,113,2011-05-17 22:00:26
2847603,114,2011-05-18 00:57:48
2847603,134,2011-05-18 00:58:15
2847603,136,2011-05-18 08:00:00
2848063,23,2010-11-04 09:00:00
2848063,36,2010-11-08 09:00:00
2848063,25,2010-11-09 01:07:18
2848063,26,2010-11-09 01:07:40
2848063,35,2010-11-09 01:08:00
2848063,47,2010-12-24 21:24:45
2848063,48,2010-12-24 21:24:50
2848063,53,2010-12-24 21:24:59
2848063,66,2010-12-24 21:25:11
2848063,189,2010-12-24 21:25:31
2848063,278,2010-12-24 21:25:43
2848063,84,2010-12-24 21:25:45
2848063,83,2010-12-24 21:25:45
2848063,85,2010-12-24 21:25:48
2848063,92,2010-12-24 21:25:53
2848063,111,2010-12-24 21:26:00
2848063,113,2010-12-24 21:26:00
2848063,114,2010-12-24 21:26:02
2848063,134,2010-12-24 21:27:19
2848063,136,2010-12-28 09:00:00
2851738,23,2010-11-04 09:00:00
2851738,36,2010-11-09 09:00:00
2851738,25,2010-11-09 20:33:45
2851738,26,2010-11-09 20:33:56
2851738,35,2010-11-09 20:37:06
2851738,47,2010-12-21 23:23:58
2851738,48,2010-12-21 23:24:23
2851738,53,2010-12-21 23:25:01
2851738,66,2010-12-21 23:25:42
2851738,278,2011-01-26 21:18:25
2851738,84,2011-01-26 21:22:01
2851738,83,2011-01-26 21:22:01
2851738,189,2011-02-22 20:33:34
2851738,85,2011-02-22 20:34:00
2851738,92,2011-02-22 20:34:07
2851738,111,2011-02-22 20:34:11
2851738,113,2011-02-22 20:34:51
2851738,114,2011-03-09 01:49:02
2851738,134,2011-03-09 01:49:14
2851738,136,2011-03-09 09:00:00
2852274,23,2010-11-04 09:00:00
2852274,36,2010-11-09 09:00:00
2852274,25,2010-11-09 21:23:50
2852274,26,2010-11-09 21:23:59
2852274,35,2010-11-09 21:28:55
2854000,23,2010-11-05 09:00:00
2854000,36,2010-11-09 09:00:00
2854000,25,2010-11-09 23:29:11
2854000,26,2010-11-09 23:29:19
2854000,35,2010-11-09 23:32:08
2854000,47,2010-12-07 00:10:02
2854000,48,2010-12-07 00:10:04
2854000,53,2010-12-07 00:10:20
2854000,66,2010-12-07 00:10:51
2857143,23,2010-11-09 09:00:00
2857143,36,2010-11-11 09:00:00
2857143,25,2010-11-11 18:36:32
2857143,26,2010-11-11 18:36:43
2857143,35,2010-11-11 18:41:30
2857143,47,2010-12-08 23:44:41
2857143,48,2010-12-08 23:44:51
2857143,53,2010-12-08 23:45:02
2857143,66,2010-12-08 23:51:01
2857143,189,2010-12-14 18:19:22
2857143,278,2010-12-14 18:20:15
2857143,83,2010-12-14 18:20:42
2857143,84,2010-12-14 18:20:42
2857143,85,2010-12-14 18:20:46
2857143,92,2010-12-14 18:20:58
2857143,111,2010-12-14 18:21:07
2857143,113,2010-12-14 18:21:08
2857143,114,2010-12-14 18:21:14
2857143,134,2010-12-14 18:22:03
2866083,23,2010-11-11 09:00:00
2866083,36,2010-11-18 09:00:00
2866083,25,2010-11-18 18:27:26
2866083,26,2010-11-18 18:27:33
2866083,35,2010-11-18 18:34:18
2866083,47,2010-12-06 22:00:31
2866083,48,2010-12-06 22:00:41
2866083,53,2010-12-06 22:01:06
2866083,66,2010-12-06 22:02:17
2866083,189,2011-01-24 21:56:02
2868276,23,2010-11-12 09:00:00
2868276,36,2010-11-18 09:00:00
2868276,25,2010-11-18 19:21:10
2868276,26,2010-11-18 19:21:15
2868276,35,2010-11-18 19:28:25
2868276,47,2010-12-07 19:33:55
2868276,48,2010-12-07 19:34:25
2868276,53,2010-12-07 19:34:40
2868276,66,2010-12-07 19:37:58
2868276,278,2010-12-07 19:38:49
2868276,83,2010-12-07 19:38:51
2868276,84,2010-12-07 19:38:52
2868276,85,2010-12-07 19:38:56
2868276,189,2010-12-07 20:42:19
2868276,92,2010-12-07 20:46:10
2868276,111,2010-12-07 20:47:03
2868276,113,2010-12-07 20:47:03
2868276,114,2010-12-07 20:47:17
2868276,134,2010-12-07 20:52:09
2868276,136,2010-12-10 09:00:00
2868714,23,2010-11-15 09:00:00
2868714,36,2010-11-18 09:00:00
2868714,25,2010-11-18 20:16:39
2868714,26,2010-11-18 20:16:46
2868714,35,2010-11-18 20:34:18
2868714,47,2010-12-06 21:24:16
2868714,48,2010-12-06 21:24:49
2868714,53,2010-12-06 21:26:41
2868714,66,2010-12-06 21:28:53
2868714,47,2011-01-06 21:43:06
2868714,48,2011-01-06 21:43:08
2868714,189,2011-01-18 23:50:59
2868714,53,2011-01-18 23:51:14
2868714,66,2011-01-18 23:57:16
2868714,278,2011-01-18 23:59:45
2868714,83,2011-01-18 23:59:55
2868714,84,2011-01-18 23:59:55
2868714,85,2011-01-19 00:00:02
2868714,92,2011-01-19 00:00:17
2868714,111,2011-01-19 00:06:17
2868714,113,2011-01-19 00:06:18
2868714,114,2011-01-19 00:06:20
2868714,134,2011-01-19 00:06:34
2868714,136,2011-01-21 09:00:00
2871542,23,2010-11-16 09:00:00
2871542,28,2010-11-22 09:00:00
2871542,36,2011-02-07 09:00:00
2871542,25,2011-03-07 18:36:58
2871542,26,2011-03-07 18:36:59
2871542,27,2011-03-07 18:37:00
2871542,179,2011-03-07 18:37:24
2871542,35,2011-03-07 18:37:39
2871542,189,2011-03-07 18:38:03
2871542,47,2011-03-07 18:38:22
2871542,48,2011-03-07 18:38:36
2871542,53,2011-03-07 18:38:39
2871542,66,2011-03-07 18:38:45
2871542,78,2011-03-07 18:39:03
2871542,278,2011-03-07 18:39:05
2871542,83,2011-03-07 18:39:08
2871542,84,2011-03-07 18:39:08
2871542,85,2011-03-07 18:39:09
2871542,136,2011-03-28 08:00:00
2871542,113,2011-03-28 20:23:56
2871542,114,2011-03-28 22:15:53
2871542,134,2011-03-28 22:21:44
2872584,23,2010-11-17 09:00:00
2872584,28,2010-11-22 09:00:00
2872584,25,2010-11-23 00:14:38
2872584,26,2010-11-23 00:14:45
2872584,27,2010-11-23 00:34:24
2872584,36,2010-12-06 09:00:00
2872584,35,2010-12-07 00:59:59
2872584,189,2010-12-07 01:00:30
2872584,47,2010-12-07 01:40:02
2872584,48,2010-12-07 01:40:44
2873491,23,2010-11-16 09:00:00
2873491,28,2010-11-22 09:00:00
2873491,25,2010-11-22 20:50:01
2873491,26,2010-11-22 21:03:15
2873491,27,2010-11-22 21:12:16
2874224,23,2010-11-18 09:00:00
2874224,28,2010-11-23 09:00:00
2874224,25,2010-11-23 18:50:08
2874224,26,2010-11-23 18:50:19
2874224,36,2010-11-24 09:00:00
2874224,27,2010-11-24 20:44:58
2874224,35,2010-11-24 20:50:56
2874224,47,2010-12-21 22:10:35
2874224,48,2010-12-21 22:10:39
2874224,53,2010-12-27 20:31:44
2874224,66,2010-12-27 20:32:31
2874224,47,2011-01-13 00:16:39
2874224,48,2011-01-13 00:16:40
2874224,53,2011-01-13 00:16:44
2874224,66,2011-01-13 00:23:07
2875758,23,2010-11-20 09:00:00
2875758,28,2010-11-23 09:00:00
2875758,25,2010-11-23 20:44:07
2875758,26,2010-11-23 20:44:12
2875758,36,2010-11-25 09:00:00
2875758,27,2010-11-26 01:36:01
2875758,35,2010-11-26 01:42:26
2875758,189,2011-01-05 23:56:58
2875758,47,2011-01-05 23:57:13
2875758,48,2011-01-05 23:57:19
2875758,53,2011-01-05 23:57:24
2875758,66,2011-01-11 22:54:58
2875758,278,2011-01-11 22:55:34
2875758,83,2011-01-11 22:55:38
2875758,84,2011-01-11 22:55:38
2875758,85,2011-01-11 22:55:42
2875758,92,2011-01-11 22:55:56
2875758,111,2011-01-11 22:56:05
2875758,113,2011-01-11 22:56:05
2875758,114,2011-01-11 22:56:22
2875758,134,2011-01-11 22:57:41
2875758,136,2011-01-14 09:00:00
2876753,23,2010-11-23 09:00:00
2876753,28,2010-11-23 09:00:00
2876753,25,2010-11-24 00:00:09
2876753,26,2010-11-24 00:00:16
2876753,27,2010-11-26 20:17:18
2879904,23,2010-11-18 09:00:00
2879904,36,2011-01-19 09:00:00
2879904,25,2011-01-19 19:02:41
2879904,26,2011-01-19 19:02:48
2879904,35,2011-01-19 19:07:02
2883285,23,2010-10-19 08:00:00
2883285,36,2010-10-21 08:00:00
2883285,136,2010-11-15 09:00:00
2883285,25,2010-11-25 21:38:49
2883285,26,2010-11-25 21:38:55
2883285,35,2010-11-25 21:39:15
2883285,189,2010-11-25 21:40:10
2883285,47,2010-11-25 21:40:24
2883285,48,2010-11-25 21:40:26
2883285,53,2010-11-25 21:40:33
2883285,66,2010-11-25 21:40:56
2883285,278,2010-11-25 21:41:21
2883285,83,2010-11-25 21:41:24
2883285,84,2010-11-25 21:41:24
2883285,85,2011-01-07 20:37:25
2883285,92,2011-01-07 20:37:48
2883285,111,2011-01-07 20:38:09
2883285,113,2011-01-07 20:38:09
2883285,114,2011-01-07 20:38:15
2883285,134,2011-01-07 20:39:44
2884070,23,2011-02-06 09:00:00
2884070,28,2011-02-15 09:00:00
2884070,25,2011-02-15 21:00:33
2884070,26,2011-02-15 21:00:35
2884070,27,2011-02-15 21:00:44
2884070,36,2011-03-29 08:00:00
2884070,35,2011-03-29 23:31:35
2884070,189,2011-05-12 19:04:30
2884070,47,2011-05-12 19:04:37
2884070,48,2011-05-12 19:04:41
2884070,53,2011-05-12 19:04:46
2884070,66,2011-05-12 19:04:53
2884070,78,2011-05-12 19:06:41
2884070,278,2011-05-12 19:06:59
2884070,84,2011-05-12 19:07:04
2884070,83,2011-05-12 19:07:04
2884070,85,2011-05-12 19:07:06
2884070,92,2011-05-12 19:07:06
2884070,111,2011-05-12 19:09:59
2884070,113,2011-05-12 19:09:59
2884070,136,2011-05-13 08:00:00
2884070,114,2011-05-13 17:18:33
2884070,134,2011-05-13 17:18:52
2887729,23,2010-11-23 09:00:00
2887729,28,2010-11-29 09:00:00
2887729,36,2011-07-08 18:18:46
2887729,26,2011-10-28 19:03:16
2887729,53,2011-10-28 19:03:16
2887729,35,2011-10-28 19:03:16
2887729,25,2011-10-28 19:03:16
2887729,47,2011-10-28 19:03:16
2887729,48,2011-10-28 19:03:16
2887729,27,2011-10-28 19:03:16
2887729,189,2011-10-28 19:03:17
2887729,278,2011-10-28 19:03:17
2887729,85,2011-10-28 19:03:17
2887729,63,2011-10-28 19:03:17
2887729,84,2011-10-28 19:03:17
2887729,83,2011-10-28 19:03:17
2887729,111,2011-12-19 23:22:57
2887729,113,2011-12-19 23:22:58
2887729,114,2011-12-19 23:22:59
2887729,134,2011-12-19 23:23:15
2887729,136,2011-12-23 09:00:00
2887943,23,2010-11-26 09:00:00
2887943,28,2010-11-29 09:00:00
2887943,25,2010-11-29 20:10:07
2887943,26,2010-11-29 20:10:13
2887943,27,2010-11-29 20:13:43
2887943,36,2010-12-03 09:00:00
2887943,35,2010-12-03 18:52:24
2887943,189,2010-12-24 00:58:00
2887943,47,2010-12-24 00:58:06
2887943,48,2010-12-24 00:58:39
2887943,53,2010-12-24 00:58:51
2887943,66,2010-12-24 00:59:12
2887943,47,2011-02-15 21:12:09
2887943,48,2011-02-15 21:12:10
2887943,53,2011-02-15 22:57:51
2887943,66,2011-02-15 22:58:05
2887943,278,2011-02-15 22:58:16
2887943,84,2011-02-15 22:58:17
2887943,83,2011-02-15 22:58:17
2887943,85,2011-02-16 21:30:12
2887943,92,2011-02-16 21:30:16
2887943,111,2011-02-16 21:30:20
2887943,113,2011-02-16 21:30:20
2887943,136,2011-02-23 09:00:00
2887943,114,2011-02-23 17:52:52
2887943,134,2011-02-23 17:53:28
2890437,23,2010-11-23 09:00:00
2890437,28,2010-11-30 09:00:00
2890437,25,2010-11-30 21:22:50
2890437,26,2010-11-30 21:23:20
2890437,27,2010-11-30 21:41:26
2890437,36,2010-12-06 09:00:00
2890437,35,2010-12-06 22:25:19
2890437,47,2010-12-06 22:27:50
2890437,48,2010-12-06 22:27:52
2890437,189,2010-12-06 22:28:23
2890437,53,2010-12-06 22:30:55
2891205,23,2010-11-18 09:00:00
2891205,28,2010-11-30 09:00:00
2891205,25,2010-11-30 22:09:03
2891205,26,2010-11-30 22:09:07
2891205,27,2010-11-30 22:14:37
2891205,36,2010-12-13 09:00:00
2891205,35,2010-12-13 21:16:33
2891205,136,2011-05-24 08:00:00
2891205,47,2011-05-24 20:32:16
2891205,189,2011-05-24 20:32:29
2891205,48,2011-05-24 20:32:43
2891205,53,2011-05-24 20:32:48
2891205,66,2011-05-24 20:33:05
2891205,278,2011-05-24 20:33:16
2891205,83,2011-05-24 20:33:19
2891205,84,2011-05-24 20:33:19
2891205,85,2011-05-24 20:33:22
2891205,92,2011-05-24 20:33:25
2891205,111,2011-05-24 20:33:52
2891205,113,2011-05-24 20:33:52
2891205,114,2011-05-24 20:34:50
2891205,134,2011-05-24 20:37:53
2891719,23,2010-11-30 09:00:00
2891719,28,2010-12-02 09:00:00
2891719,25,2010-12-02 22:48:14
2891719,26,2010-12-02 22:48:23
2891719,27,2010-12-02 22:51:32
2891719,36,2010-12-20 09:00:00
2891719,35,2010-12-20 21:43:47
